City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bengaluru,2019-12-29,38.53,73.77,6.56,26.2,26.31,13.02,0.92,7.39,43.5,0.63,23.56,,80.0,Satisfactory
Bengaluru,2019-12-30,47.81,77.49,6.4,28.46,27.79,12.91,1.03,8.04,44.92,0.62,24.96,,93.0,Satisfactory
Bengaluru,2019-12-31,42.54,84.76,7.92,29.1,27.48,13.75,1.06,7.58,45.78,0.88,27.59,,97.0,Satisfactory
Bengaluru,2020-01-01,30.71,70.8,9.03,27.31,26.74,13.01,1.07,8.56,37.39,1.05,36.19,,82.0,Satisfactory
Bengaluru,2020-01-02,25.78,62.73,8.81,28.05,30.18,12.4,1.16,7.52,33.11,0.95,34.36,,81.0,Satisfactory
Bengaluru,2020-01-03,29.66,69.62,6.62,26.26,26.92,12.87,0.99,6.4,32.98,1.06,29.06,,85.0,Satisfactory
Bengaluru,2020-01-04,52.62,106.81,15.46,31.56,41.89,14.59,1.39,6.94,37.35,1.5,35.36,,95.0,Satisfactory
Bengaluru,2020-01-05,52.64,97.94,6.86,29.1,29.52,15.68,1.01,7.01,45.1,1.19,39.99,,118.0,Moderate
Bengaluru,2020-01-06,24.74,62.08,8.08,27.57,31.18,13.94,1.09,6.97,25.22,0.69,5.39,,81.0,Satisfactory
Bengaluru,2020-01-07,22.52,62.95,10.11,29.93,32.13,11.75,1.06,7.35,28.66,1.03,16.53,,75.0,Satisfactory
Bengaluru,2020-01-08,30.92,74.18,5.8,30.86,28.53,12.61,1.03,6.61,47.48,0.99,15.86,,93.0,Satisfactory
Bengaluru,2020-01-09,40.57,85.93,7.15,33.79,32.74,13.74,1.09,6.01,45.49,0.99,15.04,,101.0,Moderate
Bengaluru,2020-01-10,39.29,83.02,8.07,36.97,35.92,14.54,1.05,7.71,39.61,0.83,16.79,,94.0,Satisfactory
Bengaluru,2020-01-11,31.1,66.98,6.52,29.13,28.01,13.03,0.89,6.72,40.4,0.79,16.36,,78.0,Satisfactory
Bengaluru,2020-01-12,39.5,75.34,7.01,30.57,30.05,14.27,0.97,7.38,37.47,0.81,16.7,,79.0,Satisfactory
Bengaluru,2020-01-13,53.93,97.81,10.78,38.77,41.27,15.06,1.11,6.51,46.68,1.04,19.3,,106.0,Moderate
Bengaluru,2020-01-14,64.35,108.24,10.27,43.03,43.97,15.71,1.08,7.03,47.83,1.07,19.47,,121.0,Moderate
Bengaluru,2020-01-15,45.19,79.82,10.74,35.06,37.49,13.94,0.93,7.78,55.92,0.75,12.19,,111.0,Moderate
Bengaluru,2020-01-16,39.36,84.68,7.12,38.18,37.98,13.75,1.2,7.7,59.83,0.4,1.15,,114.0,Moderate
Bengaluru,2020-01-17,34.68,85.16,12.3,39.38,43.73,13.59,1.27,7.3,43.88,0.52,2.73,,106.0,Moderate
Bengaluru,2020-01-18,26.9,65.04,6.83,26.29,28.93,14.38,0.95,5.81,24.91,0.46,1.65,,86.0,Satisfactory
Bengaluru,2020-01-19,26.66,59.29,5.34,23.43,25.93,13.36,0.96,5.8,29.97,0.45,1.05,,66.0,Satisfactory
Bengaluru,2020-01-20,34.51,82.12,6.77,33.42,35.46,14.44,1.07,5.74,35.59,0.47,1.37,,81.0,Satisfactory
Bengaluru,2020-01-21,37.86,84.98,6.26,33.67,33.87,14.19,1.1,6.86,36.29,0.47,1.34,,90.0,Satisfactory
Bengaluru,2020-01-22,28.25,71.37,6.1,30.62,31.73,14.77,1.23,6.35,32.1,0.44,1.31,,87.0,Satisfactory
Bengaluru,2020-01-23,41.13,76.02,8.76,30.76,30.61,14.45,1.1,7.64,31.17,0.48,1.4,,82.0,Satisfactory
Bengaluru,2020-01-24,42.19,84.68,7.99,39.01,40.6,13.91,1.22,7.44,29.94,0.5,1.55,,108.0,Moderate
Bengaluru,2020-01-25,44.82,95.52,10.87,46.43,49.87,14.99,1.23,6.85,30.14,0.54,1.61,,100.0,Satisfactory
Bengaluru,2020-01-26,44.48,93.93,9.21,45.71,48.99,16.11,1.1,8.32,36.55,0.44,1.37,,97.0,Satisfactory
Bengaluru,2020-01-27,45.49,92.25,12.1,41.23,46.01,17.79,1.24,9.36,42.71,0.39,1.47,,98.0,Satisfactory
Bengaluru,2020-01-28,52.63,98.54,6.61,33.37,34.73,17.5,1.17,13.04,47.28,0.43,1.34,,102.0,Moderate
Bengaluru,2020-01-29,46.45,100.44,8.04,38.65,38.26,13.87,0.99,11.45,50.62,0.63,1.8,,115.0,Moderate
Bengaluru,2020-01-30,43.42,107.2,17.25,47.61,53.47,14.17,1.19,9.86,37.97,0.81,2.12,,112.0,Moderate
Bengaluru,2020-01-31,46.36,102.88,5.39,37.62,35.68,14.39,1.05,8.97,47.97,0.65,4.32,,111.0,Moderate
Bengaluru,2020-02-01,52.07,105.15,5.09,31.67,30.74,14.51,1.03,10.3,43.71,0.61,2.24,,102.0,Moderate
Bengaluru,2020-02-02,35.27,84.84,4.24,24.1,23.37,13.05,0.81,6.12,39.98,0.45,1.6,,94.0,Satisfactory
Bengaluru,2020-02-03,33.79,80.75,9.12,34.38,35.34,12.29,0.96,7.34,32.47,0.43,1.64,,79.0,Satisfactory
Bengaluru,2020-02-04,29.27,75.0,7.82,32.2,33.89,12.05,1.0,6.81,32.0,0.51,4.12,,82.0,Satisfactory
Bengaluru,2020-02-05,30.66,74.45,6.88,30.15,32.31,12.86,1.16,7.47,34.73,0.45,4.91,,86.0,Satisfactory
Bengaluru,2020-02-06,43.83,92.77,7.34,35.14,37.61,13.82,1.11,6.93,41.55,0.34,1.47,,96.0,Satisfactory
Bengaluru,2020-02-07,49.51,103.19,5.71,31.27,32.33,14.44,1.06,8.53,41.16,0.27,2.81,,96.0,Satisfactory
Bengaluru,2020-02-08,45.3,106.63,5.64,30.49,30.83,13.5,0.95,7.2,38.36,0.33,3.37,,105.0,Moderate
Bengaluru,2020-02-09,52.39,111.14,4.66,25.96,26.24,15.42,1.06,10.99,34.35,0.34,1.56,,101.0,Moderate
Bengaluru,2020-02-10,35.53,82.96,5.3,26.2,26.76,15.84,1.09,8.07,32.75,0.33,1.89,,103.0,Moderate
Bengaluru,2020-02-11,33.94,77.23,6.41,28.99,27.96,12.4,1.07,7.08,34.75,1.87,2.29,,87.0,Satisfactory
Bengaluru,2020-02-12,32.82,72.71,6.23,28.34,27.32,12.02,0.93,7.06,34.6,2.13,2.7,,80.0,Satisfactory
Bengaluru,2020-02-13,37.67,86.81,9.5,37.32,38.56,12.15,1.06,7.06,34.92,0.62,1.72,,84.0,Satisfactory
Bengaluru,2020-02-14,50.47,120.55,15.25,46.46,49.0,14.09,1.29,6.98,45.01,0.76,1.69,,111.0,Moderate
Bengaluru,2020-02-15,54.91,129.65,16.22,54.43,56.07,14.89,1.24,7.48,46.99,0.78,1.54,,128.0,Moderate
Bengaluru,2020-02-16,45.02,89.03,6.18,36.76,32.5,13.44,0.99,8.14,49.12,0.51,1.05,,120.0,Moderate
Bengaluru,2020-02-17,41.66,94.89,14.05,43.77,45.43,13.41,1.15,9.48,42.21,0.62,1.4,,99.0,Satisfactory
Bengaluru,2020-02-18,43.29,105.87,6.85,42.79,38.88,15.06,1.07,7.44,47.44,0.38,1.09,,103.0,Moderate
Bengaluru,2020-02-19,55.31,97.46,6.29,36.85,34.52,15.25,1.28,7.62,49.57,0.4,1.14,,101.0,Moderate
Bengaluru,2020-02-20,47.86,95.51,7.98,33.04,34.36,13.9,1.06,5.97,38.42,0.4,2.64,,94.0,Satisfactory
Bengaluru,2020-02-21,30.24,72.85,4.56,24.85,26.87,12.05,1.0,6.25,40.89,0.28,1.1,,90.0,Satisfactory
Bengaluru,2020-02-22,33.96,82.03,4.67,23.75,26.23,13.04,0.98,6.62,37.76,0.23,1.0,,78.0,Satisfactory
Bengaluru,2020-02-23,36.3,85.26,4.15,21.8,23.7,12.61,1.09,5.92,49.19,0.19,1.0,,81.0,Satisfactory
Bengaluru,2020-02-24,35.6,82.42,5.07,25.61,28.15,11.92,1.01,5.93,43.59,0.28,1.2,,82.0,Satisfactory
Bengaluru,2020-02-25,41.83,97.01,5.0,31.08,33.28,12.39,1.28,6.01,50.22,0.3,1.4,,107.0,Moderate
Bengaluru,2020-02-26,47.39,88.67,5.03,27.21,30.32,12.47,0.97,5.38,36.49,0.31,1.15,,104.0,Moderate
Bengaluru,2020-02-27,39.39,92.84,5.95,31.61,33.19,12.63,1.16,6.72,41.29,0.27,0.92,,112.0,Moderate
Bengaluru,2020-02-28,42.58,95.58,5.36,26.77,29.54,12.35,1.06,6.75,46.4,0.25,0.88,,98.0,Satisfactory
Bengaluru,2020-02-29,48.75,95.45,5.79,27.79,30.87,12.22,1.01,6.22,47.04,0.24,1.01,,95.0,Satisfactory
Bengaluru,2020-03-01,56.2,89.66,3.51,21.91,21.37,14.37,0.98,7.09,49.93,0.22,0.79,,101.0,Moderate
Bengaluru,2020-03-02,53.75,115.89,6.52,29.55,32.36,14.37,1.18,6.36,48.39,0.32,1.36,,103.0,Moderate
Bengaluru,2020-03-03,70.78,154.34,8.97,32.33,35.82,14.47,1.27,6.96,61.01,0.42,1.76,,137.0,Moderate
Bengaluru,2020-03-04,55.66,118.07,12.1,33.05,39.86,15.46,1.22,6.6,52.01,0.33,1.53,,131.0,Moderate
Bengaluru,2020-03-05,57.89,111.38,6.09,28.68,30.95,14.39,1.04,7.21,53.06,0.33,1.21,,117.0,Moderate
Bengaluru,2020-03-06,41.84,83.19,5.52,23.14,25.33,13.61,0.94,8.07,50.82,0.43,1.85,,100.0,Satisfactory
Bengaluru,2020-03-07,44.33,89.88,5.26,26.8,28.22,15.57,0.98,7.12,37.49,0.45,1.14,,93.0,Satisfactory
Bengaluru,2020-03-08,38.66,84.01,3.91,21.71,22.73,14.03,0.88,6.71,40.31,0.37,1.11,,91.0,Satisfactory
Bengaluru,2020-03-09,38.88,84.66,4.74,23.26,24.69,13.54,0.99,7.41,45.57,0.39,0.96,,99.0,Satisfactory
Bengaluru,2020-03-10,41.48,89.64,3.92,22.84,23.81,12.71,0.94,7.08,50.57,0.33,1.53,,93.0,Satisfactory
Bengaluru,2020-03-11,39.57,80.31,4.86,25.62,27.1,11.31,0.96,8.25,50.73,0.37,1.43,,95.0,Satisfactory
Bengaluru,2020-03-12,34.62,78.55,6.45,28.58,30.35,10.85,1.05,6.36,49.83,0.46,1.15,,97.0,Satisfactory
Bengaluru,2020-03-13,34.77,76.68,6.76,27.42,30.03,10.94,0.93,7.36,42.26,0.42,1.17,,90.0,Satisfactory
Bengaluru,2020-03-14,29.97,72.04,5.47,27.04,28.63,10.8,0.91,6.65,38.8,0.38,3.09,,86.0,Satisfactory
Bengaluru,2020-03-15,33.96,72.17,4.07,22.19,23.19,11.55,0.92,6.97,49.32,0.35,3.2,,88.0,Satisfactory
Bengaluru,2020-03-16,26.15,71.05,4.54,21.45,23.54,11.07,0.84,6.75,36.51,0.31,2.81,,79.0,Satisfactory
Bengaluru,2020-03-17,24.15,77.96,4.75,19.78,22.33,10.48,0.86,7.01,31.85,0.35,3.4,,77.0,Satisfactory
Bengaluru,2020-03-18,29.66,72.55,4.54,24.72,25.9,11.06,0.9,7.25,39.28,0.38,3.03,,78.0,Satisfactory
Bengaluru,2020-03-19,38.15,87.04,4.96,26.49,27.94,12.13,0.93,7.97,55.4,0.56,2.03,,91.0,Satisfactory
Bengaluru,2020-03-20,43.31,94.45,3.79,23.38,24.16,13.53,0.98,6.97,53.12,0.5,1.98,,100.0,Satisfactory
Bengaluru,2020-03-21,40.62,95.67,6.2,31.05,32.76,13.76,1.06,6.75,59.91,0.8,1.68,,103.0,Moderate
Bengaluru,2020-03-22,30.16,66.88,4.2,13.39,14.52,12.95,0.82,6.92,48.99,0.34,1.48,,99.0,Satisfactory
Bengaluru,2020-03-23,40.28,82.77,4.01,20.12,20.75,13.99,1.05,6.03,42.02,0.34,1.47,,85.0,Satisfactory
Bengaluru,2020-03-24,50.85,82.89,3.45,15.65,16.61,14.92,0.86,6.39,39.76,0.24,0.95,,106.0,Moderate
Bengaluru,2020-03-25,25.25,48.81,2.62,9.73,11.41,11.91,0.76,7.92,38.24,0.17,0.47,,70.0,Satisfactory
Bengaluru,2020-03-26,27.77,51.53,2.55,8.99,10.63,11.25,0.7,5.87,35.05,0.13,0.38,,61.0,Satisfactory
Bengaluru,2020-03-27,27.47,51.79,3.22,9.44,11.22,11.09,0.85,6.49,35.6,0.14,0.37,,67.0,Satisfactory
Bengaluru,2020-03-28,24.89,45.75,2.63,10.58,12.06,10.13,0.85,6.11,36.29,0.28,1.15,,70.0,Satisfactory
Bengaluru,2020-03-29,28.45,47.23,2.99,12.22,14.05,10.41,0.85,6.37,37.19,0.36,1.48,,66.0,Satisfactory
Bengaluru,2020-03-30,32.46,53.57,3.02,11.09,13.51,11.12,0.91,6.77,41.31,0.21,0.88,,72.0,Satisfactory
Bengaluru,2020-03-31,22.01,48.55,2.9,10.09,11.79,10.45,0.83,5.11,42.69,0.11,0.43,,68.0,Satisfactory
Bengaluru,2020-04-01,22.54,49.89,2.51,10.37,11.6,10.18,0.76,5.81,41.52,0.12,0.46,,64.0,Satisfactory
Bengaluru,2020-04-02,27.12,58.49,2.43,9.58,10.93,10.92,0.86,5.56,46.12,0.11,0.52,,70.0,Satisfactory
Bengaluru,2020-04-03,34.12,69.87,2.43,9.69,11.07,11.13,0.77,6.8,49.16,0.11,0.46,,82.0,Satisfactory
Bengaluru,2020-04-04,31.93,63.83,2.43,9.23,10.79,11.25,0.72,6.51,43.88,0.25,1.0,,74.0,Satisfactory
Bengaluru,2020-04-05,30.26,67.3,2.48,9.81,11.62,11.08,0.8,6.06,39.66,0.17,2.53,,77.0,Satisfactory
Bengaluru,2020-04-06,22.68,50.53,2.34,11.52,11.77,11.69,0.71,4.44,42.79,0.15,11.08,,65.0,Satisfactory
Bengaluru,2020-04-07,15.14,20.84,3.05,13.48,14.79,16.57,0.71,5.3,42.61,0.22,7.2,,62.0,Satisfactory
Bengaluru,2020-04-08,18.39,28.13,2.74,13.73,14.46,13.03,0.72,5.55,52.65,0.26,6.3,,67.0,Satisfactory
Bengaluru,2020-04-09,23.32,32.12,2.51,12.38,13.21,13.62,0.73,5.83,48.84,0.25,5.16,,65.0,Satisfactory
Bengaluru,2020-04-10,30.06,22.69,3.98,11.5,11.44,13.71,0.67,6.1,47.67,0.25,7.31,,76.0,Satisfactory
Bengaluru,2020-04-11,26.99,35.92,2.35,10.63,11.3,16.25,0.79,6.06,45.02,0.73,8.55,,70.0,Satisfactory
Bengaluru,2020-04-12,22.38,35.49,2.68,11.74,12.7,13.94,0.72,4.78,47.0,0.57,9.9,,64.0,Satisfactory
Bengaluru,2020-04-13,25.61,42.98,3.74,15.57,16.92,11.61,0.71,5.75,46.22,0.42,17.99,,72.0,Satisfactory
Bengaluru,2020-04-14,30.24,52.51,3.61,15.73,16.73,10.46,0.69,6.34,46.63,0.32,11.75,,72.0,Satisfactory
Bengaluru,2020-04-15,33.62,50.11,2.76,13.81,14.7,10.86,0.67,8.19,46.04,0.37,8.98,,74.0,Satisfactory
Bengaluru,2020-04-16,25.27,42.7,2.65,12.73,13.63,9.91,0.73,6.55,43.3,0.44,9.63,,66.0,Satisfactory
Bengaluru,2020-04-17,40.0,50.83,2.62,12.28,13.36,10.46,0.65,5.77,41.22,0.34,9.27,,74.0,Satisfactory
Bengaluru,2020-04-18,34.03,46.7,2.53,11.74,12.25,10.25,0.72,5.59,39.05,0.25,3.7,,94.0,Satisfactory
Bengaluru,2020-04-19,24.22,41.6,2.61,10.48,11.63,9.42,0.61,6.21,36.3,0.28,2.29,,67.0,Satisfactory
Bengaluru,2020-04-20,19.42,31.92,2.57,10.76,11.72,9.03,0.55,6.75,32.7,0.16,2.23,,53.0,Satisfactory
Bengaluru,2020-04-21,17.04,48.52,3.12,13.02,13.46,7.96,0.78,6.2,31.78,0.22,2.26,,65.0,Satisfactory
Bengaluru,2020-04-22,19.95,50.26,2.71,10.17,11.49,8.33,0.68,6.79,34.71,0.19,2.56,,71.0,Satisfactory
Bengaluru,2020-04-23,26.1,48.49,2.9,11.41,13.28,8.44,0.67,6.36,38.1,0.2,2.59,,63.0,Satisfactory
Bengaluru,2020-04-24,26.25,65.58,3.38,13.05,15.61,9.74,0.75,6.54,34.36,0.59,3.18,,69.0,Satisfactory
Bengaluru,2020-04-25,25.98,55.47,3.67,13.04,15.19,10.15,0.69,5.83,30.95,0.51,4.3,,66.0,Satisfactory
Bengaluru,2020-04-26,21.32,43.11,3.03,11.76,13.11,9.89,0.82,5.47,37.25,0.25,1.68,,61.0,Satisfactory
Bengaluru,2020-04-27,19.25,50.33,3.17,11.69,14.32,9.21,0.76,5.55,33.06,0.19,2.14,,59.0,Satisfactory
Bengaluru,2020-04-28,20.74,55.81,2.71,11.24,13.01,10.71,0.79,5.86,33.9,0.21,1.66,,71.0,Satisfactory
Bengaluru,2020-04-29,13.68,39.31,2.68,12.02,13.47,10.72,0.74,5.73,30.77,0.22,1.36,,62.0,Satisfactory
Bengaluru,2020-04-30,20.3,54.56,4.21,15.27,17.17,8.07,0.75,5.45,32.26,0.36,1.36,,61.0,Satisfactory
Bengaluru,2020-05-01,24.81,61.29,3.34,12.6,14.65,8.95,0.67,6.28,40.97,0.22,1.93,,74.0,Satisfactory
Bengaluru,2020-05-02,18.36,50.84,3.13,14.26,15.24,7.84,0.8,6.19,38.88,0.3,1.52,,72.0,Satisfactory
Bengaluru,2020-05-03,22.35,56.07,3.02,17.28,16.81,6.94,0.82,6.23,39.28,0.28,1.47,,71.0,Satisfactory
Bengaluru,2020-05-04,26.1,71.6,2.7,18.88,17.75,6.47,0.86,7.16,42.46,0.25,1.19,,79.0,Satisfactory
Bengaluru,2020-05-05,29.23,87.56,3.09,18.26,17.24,7.53,0.82,7.44,43.07,0.25,1.18,,91.0,Satisfactory
Bengaluru,2020-05-06,23.02,64.54,2.81,17.4,16.58,8.56,0.93,6.85,38.88,0.22,1.51,,85.0,Satisfactory
Bengaluru,2020-05-07,26.87,72.07,2.9,18.2,17.08,8.9,0.88,6.09,34.69,0.25,0.99,,82.0,Satisfactory
Bengaluru,2020-05-08,17.61,52.32,3.0,16.86,16.68,7.94,0.77,7.14,31.87,0.28,1.2,,73.0,Satisfactory
Bengaluru,2020-05-09,21.05,60.98,3.05,14.05,15.16,8.26,0.77,7.51,30.1,0.26,0.85,,76.0,Satisfactory
Bengaluru,2020-05-10,24.29,59.49,3.02,13.18,13.74,8.84,0.77,6.93,34.13,0.22,1.48,,78.0,Satisfactory
Bengaluru,2020-05-11,20.58,66.73,3.08,14.23,14.33,9.01,0.81,7.7,35.18,0.21,1.46,,77.0,Satisfactory
Bengaluru,2020-05-12,15.43,70.53,3.19,14.13,14.61,8.98,0.73,6.05,26.07,0.24,1.61,,82.0,Satisfactory
Bengaluru,2020-05-13,14.56,39.32,3.27,13.82,14.5,9.23,0.8,6.09,27.46,0.76,4.51,,66.0,Satisfactory
Bengaluru,2020-05-14,24.81,58.72,3.9,15.82,16.02,10.15,0.74,6.12,33.15,0.38,2.55,,66.0,Satisfactory
Bengaluru,2020-05-15,17.34,46.71,4.43,16.79,16.78,9.42,0.87,7.39,25.11,0.3,1.57,,73.0,Satisfactory
Bengaluru,2020-05-16,23.44,56.99,3.89,18.22,17.24,10.07,0.96,7.06,32.49,0.35,1.16,,74.0,Satisfactory
Bengaluru,2020-05-17,21.25,52.69,3.12,13.24,12.56,10.3,0.72,7.19,36.41,0.27,1.14,,70.0,Satisfactory
Bengaluru,2020-05-18,16.82,47.84,7.57,12.91,11.92,10.52,0.85,6.14,35.55,0.22,1.13,,68.0,Satisfactory
Bengaluru,2020-05-19,23.81,79.02,3.75,13.11,13.59,9.81,0.73,5.67,27.88,0.19,1.69,,72.0,Satisfactory
Bengaluru,2020-05-20,17.9,64.0,4.3,13.77,15.4,8.9,0.72,6.05,26.03,0.18,1.53,,79.0,Satisfactory
Bengaluru,2020-05-21,19.53,60.44,4.38,14.59,16.17,8.87,0.74,5.8,26.55,0.18,1.81,,70.0,Satisfactory
Bengaluru,2020-05-22,18.13,56.21,4.32,15.13,16.51,8.98,0.79,5.59,34.42,0.2,1.47,,68.0,Satisfactory
Bengaluru,2020-05-23,19.52,62.59,3.49,15.05,15.53,8.76,0.72,6.29,39.84,0.23,1.26,,72.0,Satisfactory
Bengaluru,2020-05-24,18.62,66.58,3.28,13.03,13.26,8.97,0.59,5.64,27.7,0.19,1.79,,66.0,Satisfactory
Bengaluru,2020-05-25,21.06,57.36,3.88,16.82,17.08,9.36,0.7,5.81,33.26,0.25,1.49,,70.0,Satisfactory
Bengaluru,2020-05-26,22.25,71.59,4.18,16.47,16.95,9.58,0.76,6.38,34.72,0.26,1.95,,66.0,Satisfactory
Bengaluru,2020-05-27,19.81,55.23,4.73,18.54,18.77,12.06,0.92,6.03,26.83,0.28,1.54,,75.0,Satisfactory
Bengaluru,2020-05-28,28.46,55.7,4.48,14.85,16.36,9.1,0.66,6.24,27.7,0.4,1.83,,74.0,Satisfactory
Bengaluru,2020-05-29,23.16,53.37,5.1,15.72,17.14,8.2,0.7,6.48,25.16,0.6,2.18,,66.0,Satisfactory
Bengaluru,2020-05-30,15.87,42.52,4.12,18.27,17.45,8.7,0.74,6.27,24.01,0.58,1.96,,72.0,Satisfactory
Bengaluru,2020-05-31,23.32,51.62,2.39,11.58,10.32,7.26,0.84,7.01,25.66,0.52,2.14,,61.0,Satisfactory
Bengaluru,2020-06-01,9.16,22.16,2.64,9.72,9.4,5.7,0.6,6.78,20.96,0.52,2.56,,49.0,Good
Bengaluru,2020-06-02,8.95,19.43,3.09,9.76,10.18,5.13,0.57,6.65,17.46,0.59,2.72,,40.0,Good
Bengaluru,2020-06-03,9.69,19.34,4.22,9.78,10.9,4.92,0.6,6.85,19.62,0.67,2.76,,42.0,Good
Bengaluru,2020-06-04,10.91,30.11,7.19,11.51,13.01,4.78,0.62,6.94,17.73,0.67,2.74,,43.0,Good
Bengaluru,2020-06-05,22.88,48.48,3.88,19.65,18.98,5.64,0.66,7.12,18.92,0.92,1.77,,55.0,Satisfactory
Bengaluru,2020-06-06,18.18,50.12,4.61,17.1,16.43,5.7,0.6,7.16,18.22,0.66,2.39,,55.0,Satisfactory
Bengaluru,2020-06-07,17.6,45.11,3.45,13.32,12.94,5.31,0.57,7.11,14.91,0.73,2.63,,55.0,Satisfactory
Bengaluru,2020-06-08,20.16,48.85,4.64,15.31,15.43,5.22,0.65,6.88,16.9,0.73,2.66,,55.0,Satisfactory
Bengaluru,2020-06-09,21.7,52.5,4.65,15.48,16.43,5.64,0.62,6.99,16.73,0.71,2.57,,58.0,Satisfactory
Bengaluru,2020-06-10,25.44,73.07,11.1,15.98,17.72,6.0,0.66,6.92,15.65,1.05,1.82,,70.0,Satisfactory
Bengaluru,2020-06-11,16.53,39.75,5.74,14.7,16.75,5.76,0.67,6.99,12.9,1.03,2.25,,59.0,Satisfactory
Bengaluru,2020-06-12,16.84,35.21,5.17,13.83,15.48,5.93,0.64,7.2,15.56,0.82,2.54,,49.0,Good
Bengaluru,2020-06-13,16.79,42.32,5.42,14.67,16.68,6.57,0.72,7.33,15.52,0.81,2.3,,50.0,Good
Bengaluru,2020-06-14,16.66,35.74,4.77,12.31,14.6,6.7,0.56,6.86,13.54,0.86,2.29,,49.0,Good
Bengaluru,2020-06-15,19.57,36.58,5.15,13.01,15.5,6.55,0.62,7.68,16.22,0.63,2.25,,47.0,Good
Bengaluru,2020-06-16,17.07,45.6,5.16,13.32,15.94,6.9,0.6,7.21,16.51,0.38,2.06,,55.0,Satisfactory
Bengaluru,2020-06-17,18.29,56.47,5.9,14.1,17.22,6.48,0.65,7.74,13.01,0.27,2.64,,57.0,Satisfactory
Bengaluru,2020-06-18,28.32,63.66,5.57,13.98,16.54,6.84,0.73,7.27,12.63,1.31,0.88,,65.0,Satisfactory
Bengaluru,2020-06-19,21.55,57.17,4.82,13.87,15.89,6.54,0.66,7.22,12.34,0.45,0.94,,65.0,Satisfactory
Bengaluru,2020-06-20,18.32,47.55,4.48,13.62,14.97,6.59,0.66,7.81,14.16,0.39,1.32,,56.0,Satisfactory
Bengaluru,2020-06-21,18.18,42.05,4.6,12.45,14.83,6.5,0.54,7.47,13.37,0.37,1.55,,52.0,Satisfactory
Bengaluru,2020-06-22,15.65,40.19,5.59,14.45,17.28,6.5,0.62,7.18,13.04,0.46,1.66,,49.0,Good
Bengaluru,2020-06-23,20.38,49.93,5.16,14.6,17.11,6.76,0.62,6.98,17.72,0.39,1.6,,56.0,Satisfactory
Bengaluru,2020-06-24,19.72,52.43,5.41,14.61,16.98,7.37,0.61,6.86,18.26,0.33,1.48,,63.0,Satisfactory
Bengaluru,2020-06-25,16.93,40.06,6.01,17.67,19.1,7.42,0.74,7.73,19.58,0.4,1.52,,63.0,Satisfactory
Bengaluru,2020-06-26,15.4,28.66,4.42,14.29,15.57,7.32,0.61,7.45,19.53,0.25,1.43,,58.0,Satisfactory
Bengaluru,2020-06-27,16.6,29.48,3.06,13.68,13.07,6.88,0.67,7.29,15.69,0.21,1.18,,51.0,Satisfactory
Bengaluru,2020-06-28,20.44,26.34,2.69,10.33,10.58,6.58,0.66,6.6,17.59,0.12,0.94,,61.0,Satisfactory
Bengaluru,2020-06-29,28.68,29.27,3.62,12.12,12.94,6.8,0.56,6.33,16.99,0.17,1.17,,65.0,Satisfactory
Bengaluru,2020-06-30,14.47,24.26,4.61,12.69,15.0,6.82,0.56,6.45,16.08,0.18,0.86,,63.0,Satisfactory
Bengaluru,2020-07-01,17.5,30.48,3.95,13.25,14.83,7.42,0.54,6.66,15.4,0.27,0.65,,43.0,Good
Bhopal,2019-09-17,23.12,43.95,13.38,38.58,31.4,34.63,1.52,10.53,41.86,,,,,
Bhopal,2019-09-18,21.25,38.2,16.08,37.81,33.18,44.14,1.38,8.95,24.7,,,,89.0,Satisfactory
Bhopal,2019-09-19,16.94,41.09,12.94,25.28,23.96,47.43,0.95,8.08,31.66,,,,77.0,Satisfactory
Bhopal,2019-09-20,15.29,43.1,11.93,26.05,23.56,42.29,0.95,7.52,30.93,,,,76.0,Satisfactory
Bhopal,2019-09-21,20.75,62.7,14.9,30.9,28.55,46.25,1.41,7.31,27.19,,,,82.0,Satisfactory
Bhopal,2019-09-22,11.21,42.45,12.44,25.74,23.8,44.52,1.16,5.82,38.87,,,,90.0,Satisfactory
Bhopal,2019-09-23,11.81,44.21,11.05,25.81,22.72,48.42,1.07,5.34,32.97,,,,82.0,Satisfactory
Bhopal,2019-09-24,17.7,53.29,9.59,28.48,22.95,40.42,1.18,4.96,38.57,,,,80.0,Satisfactory
Bhopal,2019-09-25,20.41,50.27,10.74,28.75,24.02,46.34,1.11,7.96,36.42,,,,81.0,Satisfactory
Bhopal,2019-09-26,17.21,31.31,14.75,27.96,26.86,47.0,1.05,9.32,28.2,,,,77.0,Satisfactory
Bhopal,2019-09-27,12.65,31.54,9.57,20.58,18.72,50.15,0.84,9.64,29.49,,,,69.0,Satisfactory
Bhopal,2019-09-28,3.4,16.32,8.05,14.11,14.05,47.07,0.64,6.72,37.28,,,,52.0,Satisfactory
Bhopal,2019-09-29,7.23,27.84,10.21,17.12,17.41,51.91,0.66,5.91,28.85,,,,49.0,Good
Bhopal,2019-09-30,8.7,36.97,13.93,22.35,23.21,46.82,0.7,8.9,26.74,,,,56.0,Satisfactory
Bhopal,2019-10-01,6.53,21.31,7.3,13.46,13.09,42.77,0.71,7.08,43.46,,,,68.0,Satisfactory
Bhopal,2019-10-02,20.86,72.34,10.44,27.86,23.31,37.95,0.87,7.08,50.24,,,,75.0,Satisfactory
